title_year,budget,movie_title,gross
2008,20000000,'Synecdoche, New York'',3083538
1999,20000000,'Mononoke-hime',2374107
2004,20000000,'Bon Voyage',2353728
2015,20000000,'My All-American',2246000
1980,20000000,'Can't Stop the Music',2000000
2006,20000000,'The Proposition',1903434
2003,20000000,'Marci X',1646664
2002,20000000,'Equilibrium',1190018
2011,20000000,'Dylan Dog: Dead of Night',1186538
2012,20000000,'The Oogieloves in the BIG Balloon Adventure',1065907
2008,20000000,'The Children of Huang Shi',1031872
2000,20000000,'The Yards',882710
2010,20000000,'All Good Things',582024
2015,20000000,'By the Sea',538460
2005,20000000,'Steamboy',468867
2005,20000000,'The Game of Their Lives',375474
1994,20000000,'Rapa Nui',305070
2010,20000000,'The Tempest',277943
2008,20000000,'CJ7',206678
1998,20000000,'Couloirs du temps: Les visiteurs 2, Les'',146072
2003,20000000,'People I Know',121972
2015,20000000,'Regression',55039
2008,20000000,'Koltchak',0
2012,20000000,'Zambezia',0
2010,20000000,'Three Kingdoms: Resurrection of the Dragon',0
2004,20000000,'The Touch',0
2015,20000000,'Survivor',0
2007,20000000,'Butterfly on a Wheel',0
2007,20000000,'Ramanujan',0
2020,20000000,'Story of Bonnie and Clyde, The'',0
2014,20000000,'Dwegons and Leprechauns',0
2016,20000000,'The History of Love',0
2016,20000000,'Hands of Stone',0
2016,20000000,'Fight Valley',0
2017,20000000,'The Thousand Miles',0
2009,19700000,'Der Baader Meinhof Komplex',476270
2006,19400000,'The Painted Veil',8060487
2013,19200000,'The Frozen Ground',0
2011,19100000,'The Devil's Double',1361512
1985,19000000,'Back to the Future',212259762
1990,19000000,'Dances with Wolves',184208842
2000,19000000,'Scary Movie',157019771
2011,19000000,'Bad Teacher',100292856
1989,19000000,'Sea of Love',58571513
2003,19000000,'Just Married',56127162
2009,19000000,'I Can Do Bad All By Myself',51733921
2004,19000000,'A Cinderella Story',51438175
1980,19000000,'The Shining',44017374
2001,19000000,'Thirteen Ghosts',41867960
1999,19000000,'House on Haunted Hill',40846082
2010,19000000,'The Crazies',39123589
2009,19000000,'Notorious',36843682
2010,19000000,'The Switch',27758465
2010,19000000,'Leap Year',25918920
2013,19000000,'The Book Thief',21488481
2007,19000000,'Gone, Baby, Gone'',20300218
2000,19000000,'Thomas and the Magic Railroad',15911332
1962,19000000,'Mutiny on The Bounty',13680000
2002,19000000,'Sen to Chihiro no Kamikakushi',10049886
2008,19000000,'Sex Drive',8402485
1998,19000000,'Firestorm',8123860
2011,19000000,'Take Me Home Tonight',6928068
2012,19000000,'Won't Back Down',5310554
1964,19000000,'The Fall of the Roman Empire',4750000
1993,19000000,'The Nutcracker',2119994
1996,19000000,'Kansas City',1353824
2013,19000000,'Out of Inferno',0
2005,18975000,'George A. Romero's Land of the Dead',20700082
2006,18900000,'Indig\xc3\x83\xc2\xa8nes',320700
2005,18500000,'The Amityville Horror',65233369
2002,18500000,'Adaptation',22498520
2009,18500000,'The Invention of Lying',18451251
1998,18500000,'Fear and Loathing in Las Vegas',10680275
2008,18500000,'Ne le dis \xc3\x83\xc2\xa0 personne',6198883
2001,18500000,'Left Behind',4221341
2014,18000000,'Neighbors',150086800
2006,18000000,'Borat',128505958
1994,18000000,'The Mask',119920129
1988,18000000,'Big',114968774
2001,18000000,'Legally Blonde',96493426
2004,18000000,'Mean Girls',86047227
1984,18000000,'Star Trek III: The Search for Spock',76471046
2005,18000000,'The Exorcism of Emily Rose',75072454
1999,18000000,'Deuce Bigalow: Male Gigolo',65535067
2004,18000000,'Barbershop 2: Back in Business',65070412
2005,18000000,'The Family Stone',60062868
2003,18000000,'Bad Santa',60060328
1987,18000000,'Predator',59735548
2016,18000000,'My Big Fat Greek Wedding 2',59689605
1997,18000000,'Austin Powers: International Man of Mystery',53883989
2011,18000000,'Diary of a Wimpy Kid: Rodrick Rules',52698535
1984,18000000,'Amadeus',51973029
2008,18000000,'Prom Night',43869350
2011,18000000,'Soul Surfer',43853424
2003,18000000,'Under the Tuscan Sun',43601508
2014,18000000,'Birdman or (The Unexpected Virtue of Ignorance)',42340598
1986,18000000,'Peggy Sue Got Married',41382841
2001,18000000,'Gosford Park',41300105
2002,18000000,'Orange County',41059716
2013,18000000,'Blue Jasmine',33404871
2006,18000000,'United 93',31567134
2003,18000000,'Honey',30272254
2005,18000000,'The Fog',29511112
1996,18000000,'Spy Hard',26936265
1989,18000000,'Glory',26593580
1984,18000000,'Conan the Destroyer',26400000
2015,18000000,'Love the Coopers',26302731
1970,18000000,'Catch-22',24911670
2009,18000000,'Observe and Report',24007324
1980,18000000,'Raging Bull',23380203
2009,18000000,'Love Happens',22965110
2009,18000000,'Fame',22455510
1985,18000000,'Young Sherlock Holmes',19739000
2010,18000000,'127 Hours',18335230
2000,18000000,'Small Time Crooks',17266359
2000,18000000,'Center Stage',17200925
2004,18000000,'Catch That Kid',16703799
2013,18000000,'Jobs',16131410
2001,18000000,'Life as a House',15652637
2010,18000000,'Youth in Revolt',15285588
2014,18000000,'And So It Goes',15160801
2009,18000000,'I Love You, Beth Cooper'',14800725
1981,18000000,'Blow Out',13747234
2001,18000000,'Tailor of Panama',13491653
1981,18000000,'The Legend of the Lone Ranger',13400000
2014,18000000,'Labor Day',13371528
2013,18000000,'Getaway',10501938
1997,18000000,'The Ice Storm',8038061
2004,18000000,'Being Julia',7739049
1989,18000000,'Troop Beverly Hills',7190505
1986,18000000,'Nine 1/2 Weeks',6734844
2010,18000000,'The Last Station',6617867
1981,18000000,'Dragonslayer',6000000
1994,18000000,'Ed Wood',5828466
2008,18000000,'Mongol',5705761
2008,18000000,'RocknRolla',5700626
1982,18000000,'Megaforce',5675599
2010,18000000,'Mao's Last Dancer',4806750
1996,18000000,'Hamlet',4501094
2014,18000000,'The Railway Man',4438438
1995,18000000,'Restoration',4100000
2016,18000000,'Midnight Special',3712282
2013,18000000,'Metallica Through the Never',3419967
2003,18000000,'Anything Else',3203044
1996,18000000,'Unforgettable',2483790
2009,18000000,'Das Weisse Band: Eine deutsche Kindergeschichte',2222862
2013,18000000,'Phantom',1034589
2002,18000000,'The Salton Sea',676698
2009,18000000,'The Informers',315000
1999,18000000,'One Man's Hero',229311
2010,18000000,'Carlos',145526
2006,18000000,'Renaissance',70644
2008,18000000,'I Come with the Rain',0
2016,18000000,'I Am Wrath',0
2008,18000000,'Day of the Dead',0
2014,18000000,'The Prince',0
2014,18000000,'Wolves',0
2016,18000000,'Forsaken',0
2017,18000000,'T2: Trainspotting',0
1985,17900000,'Red Sonja',6905861
2012,17700000,'Red Lights',49521
2007,17500000,'Superbad',121463226
2009,17500000,'Madea Goes To Jail',90508336
2008,17500000,'Step Up 2 the Streets',58017783
2005,17500000,'Hoodwinked',51386611
2007,17500000,'Hitman',39687694
2004,17500000,'Hotel Rwanda',23519128
2006,17500000,'Beerfest',19185184
2013,17500000,'Black Nativity',7018188
2003,17500000,'City of Ghosts',325491
2001,17000000,'The Others',96522687
1986,17000000,'Aliens',85160248
2014,17000000,'Let\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Be Cops',82390774
1997,17000000,'I Know What You Did Last Summer',72250091
1964,17000000,'My Fair Lady',72000000
2004,17000000,'Sideways',71502303
2013,17000000,'The Best Man Holiday',70525195
2009,17000000,'Friday the 13th',65002019
2012,17000000,'Pitch Perfect',65001093
1998,17000000,'Halloween: H2O',55041738
2013,17000000,'Evil Dead',54239856
2004,17000000,'Jet Li's Hero',53652140
2010,17000000,'Saw 3D',45710178
2015,17000000,'McFarland, USA'',44480275
2006,17000000,'The Hills Have Eyes',41778863
2002,17000000,'40 Days and 40 Nights',37939782
2003,17000000,'Good Boy!',37667746
2007,17000000,'Smokin' Aces',35662731
1998,17000000,'A Night at the Roxbury',30331165
2011,17000000,'Beastly',27865571
2010,17000000,'Brooklyn's Finest',27163593
1982,17000000,'Tron',26918576
2010,17000000,'Lottery Ticket',24719879
2003,17000000,'Dickie Roberts: Former Child Star',22734486
2006,17000000,'ATL',21170563
2001,17000000,'Summer Catch',19693891
1998,17000000,'A Simple Plan',16316273
2006,17000000,'Larry the Cable Guy: Health Inspector',15680099
2002,17000000,'Wes Craven Presents: They',12840842
1999,17000000,'The Adventures of Elmo in Grouchland',11634458
1987,17000000,'Superman IV: The Quest for Peace',11227824
1963,17000000,'55 Days at Peking',10000000
2009,17000000,'My Life in Ruins',8665206
2006,17000000,'American Dreamz',7314027
2008,17000000,'How She Move',7070641
2006,17000000,'Running Scared',6855137
2012,17000000,'The Apparition',4936819
2004,17000000,'Bobby Jones: Stroke of Genius',2694071
1986,17000000,'Shanghai Surprise',2315000
2010,17000000,'L'illusionniste',2231474
1981,17000000,'Roar',2110050
2003,17000000,'Veronica Guerin',1569918
2007,17000000,'Southland Tales',275380
2015,17000000,'Escobar: Paradise Lost',195792
2009,17000000,'Chasseurs de dragons',0
1977,17000000,'Damnation Alley',0
2016,16800000,'The Young Messiah',6469813
2006,16800000,'FUR: An Imaginary Portrait of Diane Arbus',223202
1991,16500000,'My Girl',58011485
1987,16500000,'Wall Street',43848100
1995,16500000,'Sense and Sensibility',42993774
2006,16500000,'The Illusionist',39868642
2007,16500000,'Becoming Jane',18663911
2003,16500000,'House of Sand and Fog',13005485
2007,16500000,'Sydney White',11892415
2007,16500000,'Arn - Tempelriddaren',0
1989,16400000,'Dead Poets Society',95860116
1994,16000000,'Dumb & Dumber',127175374
1989,16000000,'When Harry Met Sally\xc3\xa2\xe2\x82\xac\xc2\xa6',92823546
2000,16000000,'Road Trip',68525609
1982,16000000,'The Verdict',53977250
1999,16000000,'Varsity Blues',52894169
2012,16000000,'Moonrise Kingdom',45512466
2011,16000000,'The Artist',44667095
2009,16000000,'The Unborn',42670410
2002,16000000,'The Master of Disguise',40363530
2006,16000000,'The Texas Chainsaw Massacre: The Beginning',39517763
2006,16000000,'El Laberinto del Fauno',37634615
2011,16000000,'The Roommate',37300107
2007,16000000,'The Messengers',35374833
2001,16000000,'See Spot Run',33357476
1991,16000000,'Double Impact',29090445
2001,16000000,'Baby Boy',28734552
2001,16000000,'Joe Dirt',27087695
2008,16000000,'The Women',26902075
2007,16000000,'Hot Fuzz',23618786
2008,16000000,'Vicky Cristina Barcelona',23216709
2000,16000000,'Boys and Girls',21799652
1994,16000000,'L\xc3\x83\xc2\xa9on',19284974
2010,16000000,'Remember Me',19068240
2002,16000000,'White Oleander',16357770
2009,16000000,'Jennifer's Body',16204793
2000,16000000,'Drowning Mona',15427192
1987,16000000,'Radio Days',14792779
2003,16000000,'How to Deal',14108518
2014,16000000,'Left Behind',14019924
2004,16000000,'Soul Plane',13922211
1988,16000000,'My Stepmother Is an Alien',13854000
2012,16000000,'People Like Us',12431792
1999,16000000,'The Thirteenth Floor',11810854
2004,16000000,'The Cookout',11540112
1979,16000000,'Meteor',8400000
1986,16000000,'Highlander',5900000
2002,16000000,'Hollywood Ending',4839383
2000,16000000,'Duets',4734235
1999,16000000,'Detroit Rock City',4217115
2007,16000000,'Things We Lost in the Fire',3287315
2014,16000000,'The Homesman',2429989
2013,16000000,'Trance',2322593
2014,16000000,'The Immigrant',2013456
1997,16000000,'Steel',1686429
2005,16000000,'The White Countess',1669971
2008,16000000,'Bienvenue chez les Ch'tis',1477650
2010,16000000,'Enter the Void',337997
2008,16000000,'Good',31631
2012,16000000,'Vamps',3361
2010,16000000,'Haeundae',0
2010,16000000,'Hachiko: A Dog's Story',0
2013,16000000,'Zulu',0
2002,15600000,'Juwanna Mann',13571817
2007,15500000,'La M\xc3\x83\xc2\xb4me',10299782
2002,15500000,'Ararat',1693000
2007,15500000,'Slow Burn',1237615
2005,15500000,'Madison',517262
2010,15500000,'The Yellow Handkerchief',318623
2002,15300000,'Wasabi',81525
2006,15250000,'Slither',7802450
1990,15000000,'Home Alone',285761243
1984,15000000,'Beverly Hills Cop',234760478
1986,15000000,'Top Gun',179800601
1982,15000000,'Tootsie',177200000
1987,15000000,'3 Men and a Baby',167780960
2010,15000000,'The King\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Speech',138797449
1999,15000000,'American Beauty',130058047
2000,15000000,'Crouching Tiger, Hidden Dragon'',128067808
1988,15000000,'Twins',111936388
1996,15000000,'Scream',103046663
2013,15000000,'Jackass Presents: Bad Grandpa',102003019
1985,15000000,'The Color Purple',93589701
2014,15000000,'The Imitation Game',91125143
1988,15000000,'Beetle Juice',73326666
1959,15000000,'Ben-Hur',73000000
2013,15000000,'Mama',71628180
1980,15000000,'Private Benjamin',69847348
1980,15000000,'Coal Miner's Daughter',67182787
1987,15000000,'Lethal Weapon',65192350
2010,15000000,'Diary of a Wimpy Kid',64003625
1983,15000000,'National Lampoon\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Vacation',61400000
2007,15000000,'Halloween',58269151
2006,15000000,'The Queen',56441711
2007,15000000,'Why Did I Get Married?',55204525
2012,15000000,'The Woman in Black',54333290
1994,15000000,'Little Women',50003303
1979,15000000,'The Deer Hunter',50000000
2006,15000000,'When a Stranger Calls',47860214
2002,15000000,'Big Fat Liar',47811275
1997,15000000,'Cop Land',44906632
1997,15000000,'Wag the Dog',43057470
2013,15000000,'Snitch',42930462
2003,15000000,'The Lizzie McGuire Movie',42734455
2015,15000000,'Krampus',42725475
2012,15000000,'End of Watch',41003371
1998,15000000,'The Faculty',40283321
1993,15000000,'What's Love Got to Do With It',39100956
2001,15000000,'Not Another Teen Movie',37882551
2014,15000000,'Wild',37880356
1962,15000000,'Lawrence of Arabia',37495385
2014,15000000,'The Theory of Everything',35893537
2011,15000000,'Drive',35060689
2000,15000000,'The Skulls',35007180
1966,15000000,'Hawaii',34562222
2003,15000000,'Malibu's Most Wanted',34308901
2009,15000000,'All About Steve',33862903
2000,15000000,'Where the Heart Is',33771174
2009,15000000,'Halloween 2',33392973
2009,15000000,'The Last House on the Left',32752215
2005,15000000,'Because of Winn-Dixie',32647042
2005,15000000,'The Wedding Date',31726995
1987,15000000,'The Princess Bride',30857000
2002,15000000,'Halloween: Resurrection',30259652
2007,15000000,'The Great Debaters',30226144
2014,15000000,'When the Game Stands Tall',30127963
1981,15000000,'Clash of the Titans',30000000
2004,15000000,'Confessions of a Teenage Drama Queen',29331068
1998,15000000,'The Object of my Affection',29145924
2007,15000000,'28 Weeks Later',28638916
1997,15000000,'Grosse Pointe Blank',28084357
2000,15000000,'Love and Basketball',27441122
2000,15000000,'Book of Shadows: Blair Witch 2',26421314
1997,15000000,'Boogie Nights',26410771
2010,15000000,'Ramona and Beezus',26167002
2014,15000000,'The November Man',25018119
1996,15000000,'The Craft',24769466
2005,15000000,'Match Point',23089926
1993,15000000,'The Remains of the Day',22954968
1993,15000000,'Nowhere to Run',22189039
2000,15000000,'Urban Legends: Final Cut',21468807
2013,15000000,'The Place Beyond the Pines',21403519
2006,15000000,'Flicka',21000147
2007,15000000,'The Hills Have Eyes II',20804166
2016,15000000,'Keanu',20591853
2010,15000000,'Country Strong',20218921
2002,15000000,'Tuck Everlasting',19161999
2006,15000000,'The Marine',18844784
1998,15000000,'Disturbing Behavior',17507368
1998,15000000,'The Big Lebowski',17498804
2014,15000000,'A Most Wanted Man',17237855
2009,15000000,'The Hurt Locker',17017811
2000,15000000,'Eye of the Beholder',16500786
2012,15000000,'The Man with the Iron Fists',15634090
1984,15000000,'Firestarter',15136870
2012,15000000,'Killing Them Softly',14945541
2001,15000000,'Freddy Got Fingered',14249005
2011,15000000,'One Day',13843771
2004,15000000,'De-Lovely',13337299
2009,15000000,'Whip It',13043363
2008,15000000,'The Pirates Who Don't Do Anything: A VeggieTales Movie',12981269
2008,15000000,'U2 3D',12898847
2000,15000000,'Highlander: Endgame',12801190
2006,15000000,'Idlewild',12669914
2003,15000000,'Confidence',12212417
2002,15000000,'Knockaround Guys',11660180
1999,15000000,'The Muse',11614954
1998,15000000,'Barney's Great Adventure',11156471
1989,15000000,'New York Stories',10763469
1998,15000000,'Home Fries',10513979
2000,15000000,'Here on Earth',10494147
2004,15000000,'Raise Your Voice',10411980
1985,15000000,'Brazil',9929135
1993,15000000,'The Dark Half',9579068
2007,15000000,'Black Snake Moan',9396870
2003,15000000,'Dark Blue',9237470
2013,15000000,'Peeples',9177065
2007,15000000,'A Mighty Heart',9176787
1983,15000000,'Brainstorm',8921050
2000,15000000,'Whatever it Takes',8735529
2003,15000000,'Boat Trip',8586376
2002,15000000,'The Importance of Being Earnest',8378141
1999,15000000,'The Love Letter',8322608
2006,15000000,'Hoot',8117637
2008,15000000,'In Bruges',7800825
2012,15000000,'Promised Land',7597898
2001,15000000,'Mulholland Drive',7219578
2008,15000000,'The Rocker',6409528
2009,15000000,'Post Grad',6380019
2009,15000000,'Whatever Works',5306706
2000,15000000,'The In Crowd',5217498
2005,15000000,'Los tres entierros de Melquiades Estrada',5027684
1999,15000000,'Jakob the Liar',4956401
2007,15000000,'Se jie',4604982
2005,15000000,'Kiss Kiss, Bang Bang'',4235837
1999,15000000,'Idle Hands',4023741
2015,15000000,'Scout's Guide to the Zombie Apocalypse',3703046
2007,15000000,'Blood and Chocolate',3526588
2010,15000000,'You Will Meet a Tall Dark Stranger',3247816
2010,15000000,'Never Let Me Go',2434652
2003,15000000,'The Company',2281585
2008,15000000,'Transsiberian',2203641
1999,15000000,'Crazy in Alabama',1954202
1986,15000000,'The Clan of the Cave Bear',1953732
2008,15000000,'Funny Games',1294640
2006,15000000,'Banlieue 13',1200216
1999,15000000,'Felicia's Journey',824295
2002,15000000,'Metropolis',673414
2015,15000000,'Nie yin niang',632542
1995,15000000,'Things to Do in Denver when You're Dead',529766
2004,15000000,'The Return',501752
2003,15000000,'Buffalo Soldiers',353743
2003,15000000,'Steal (Canadian Release)',220944
2010,15000000,'Centurion',123570
2009,15000000,'Ong-Bak 2',102458
1996,15000000,'Silent Trigger',76382
2008,15000000,'Midnight Meat Train',73548
2013,15000000,'Winnie Mandela',61847
2011,15000000,'The Son of No One',30680
2002,15000000,'All the Queen's Men',22723
2007,15000000,'The Good Night',22441
2013,15000000,'Khumba',0
2015,15000000,'Chiamatemi Francesco - Il papa della gente',0
2008,15000000,'Bathory',0
2005,15000000,'Dungeons & Dragons: Wrath of the Dragon God',0
2014,15000000,'Automata',0
2015,15000000,'Broken Horses',0
2001,15000000,'Pandaemonium',0
2010,15000000,'Shinjuku Incident',0
2015,15000000,'In Dubious Battle',0
1993,14600000,'Groundhog Day',70906973
2015,14500000,'Magic Mike XXL',66013057
1996,14500000,'Romeo+Juliet',46338728
2011,14500000,'Elle s'appelait Sarah',7691700
2015,14500000,'Freedom',0
1992,14400000,'Unforgiven',101157447
2006,14200000,'Manderlay',74205
1990,14000000,'Pretty Woman',178406268
1987,14000000,'Fatal Attraction',156645693
2008,14000000,'Slumdog Millionaire',141319928
1974,14000000,'Towering Inferno',116000000
1988,14000000,'Crocodile Dundee 2',109306210
1989,14000000,'Born on the Fourth of July',70001698
1993,14000000,'Cool Runnings',68856263
2007,14000000,'Stomp the Yard',61356221
2009,14000000,'My Bloody Valentine',51545952
2012,14000000,'The Possession',49130588
1982,14000000,'First Blood',47212904
1977,14000000,'The Spy Who Loved Me',46800000
1998,14000000,'Urban Legend',38116707
1981,14000000,'Taps',35856053
2012,14000000,'Tyler Perry's Good Deeds',35025791
1991,14000000,'White Fang',34729091
1988,14000000,'Dangerous Liaisons',34700000
1999,14000000,'Superstar',30628981
2011,14000000,'The Iron Lady',29959436
1993,14000000,'Poetic Justice',27450453
2002,14000000,'Jonah: A VeggieTales Movie',25571351
2002,14000000,'All About the Benjamins',25482931
1977,14000000,'Exorcist II: The Heretic',25011000
2010,14000000,'Our Family Wedding',20255281
1995,14000000,'Vampire in Brooklyn',19637147
2006,14000000,'An American Haunting',16298046
2003,14000000,'My Boss's Daughter',15549702
2009,14000000,'A Perfect Getaway',15515460
1996,14000000,'Thinner',15171475
1998,14000000,'Dead Man on Campus',15064948
1999,14000000,'Tea with Mussolini',14395874
1977,14000000,'New York, New York'',13800000
2002,14000000,'Jason X',13121555
1994,14000000,'Crooklyn',13024170
2007,14000000,'I Think I Love My Wife',12559771
2015,14000000,'Hot Tub Time Machine 2',12314651
2006,14000000,'Bobby',11242801
2001,14000000,'Head Over Heels',10397365
2012,14000000,'Fun Size ',9409538
1999,14000000,'Lost and Found',6552255
2007,14000000,'Le Scaphandre et le Papillon',5990075
2006,14000000,'Little Children',5463019
2000,14000000,'Gossip',5108820
1999,14000000,'A Walk on the Moon',4741987
2006,14000000,'Catch a Fire',4299773
2014,14000000,'Mr. Turner',3958546
2001,14000000,'Soul Survivors',3100650
2009,14000000,'Easy Virtue',2656784
1995,14000000,'Jefferson in Paris',2461628
2010,14000000,'Flipped',1755212
1978,14000000,'Caravans',1000000
2010,14000000,'Les herbes folles',403952
2003,14000000,'Amen',274299
2008,14000000,'The Lucky Ones',266967
2011,14000000,'Margaret',47185
2011,14000000,'Reign of Assassins',0
2009,14000000,'Stan Helsing: A Parody',0
2005,13900000,'Brokeback Mountain',83043761
1995,13700000,'Clueless',56598476
1990,13500000,'Teenage Mutant Ninja Turtles',135265915
1956,13500000,'The Ten Commandments',80000000
2002,13500000,'Far From Heaven',15901849
2012,13500000,'Seven Psychopaths',15024049
2000,13500000,'Quills',7060876
1982,13500000,'The Border',6118683
2005,13500000,'Downfall',5501940
2001,13500000,'The Caveman's Valentine',687081
2011,13400000,'The Last Godfather',164247
2014,13300000,'Under the Skin',2614251
2004,13300000,'Mar adentro',2086345
2014,13200000,'No Good Deed',52543632
1987,13000000,'Good Morning Vietnam',123922370
2010,13000000,'Black Swan',106954678
2001,13000000,'Save the Last Dance',91038276
2011,13000000,'Justin Bieber: Never Say Never',73013910
2016,13000000,'Miracles from Heaven',61705123
2000,13000000,'Snow Day',60008303
2004,13000000,'The Butterfly Effect',57924679
1974,13000000,'The Godfather: Part II',57300000
2016,13000000,'The Shallows',54257433
1987,13000000,'RoboCop',53424681
1988,13000000,'A Nightmare on Elm Street 4: The Dream Master',49369899
2007,13000000,'This Christmas',49121934
2014,13000000,'About Last Night',48637684
2000,13000000,'Dude, Where's My Car?',46729374
1988,13000000,'Young Guns',44726644
2014,13000000,'St. Vincent',44137712
2014,13000000,'Earth to Echo',38934842
1999,13000000,'Ten Things I Hate About You',38177966
2002,13000000,'The New Guy',28972187
1993,13000000,'Loaded Weapon 1',27979399
1999,13000000,'Baby Geniuses',27151490
1998,13000000,'The Big Hit',27066941
1990,13000000,'Child's Play 2',26904572
1996,13000000,'Harriet the Spy',26570048
2013,13000000,'21 and Over',25682380
2007,13000000,'The Mist',25593755
2015,13000000,'Ex Machina',25440971
1999,13000000,'Being John Malkovich',22858926
2001,13000000,'Two Can Play That Game',22235901
2013,13000000,'Admission',18007317
2012,13000000,'The Perks of Being a Wallflower',17742948
2001,13000000,'crazy/beautiful',16929123
1998,13000000,'54',16757163
2015,13000000,'Room',14677674
2006,13000000,'Letters from Iwo Jima',13756082
2009,13000000,'M\xc3\x83\xc2\xa4n som hatar kvinnor',12749992
2007,13000000,'The Astronaut Farmer',11003643
1998,13000000,'Dirty Work',10020081
1998,13000000,'Woo',8064972
1994,13000000,'Serial Mom',7881335
1999,13000000,'Dick',6276869
1999,13000000,'Light It Up',5871603
2001,13000000,'Bubble Boy',5002310
2002,13000000,'Birthday Girl',4919896
2007,13000000,'Paris, je t'aime',4857374
2007,13000000,'Resurrecting the Champ',3172382
2010,13000000,'Chloe',3075255
2001,13000000,'The Widow of St. Pierre',3058380
1996,13000000,'Faithful',2104439
2010,13000000,'Un Proph\xc3\x83\xc2\xa8te',2087720
2010,13000000,'I Love You, Phillip Morris'',2037459
2015,13000000,'The Vatican Tapes',1784763
2006,13000000,'Find Me Guilty',1173673
1993,13000000,'Excessive Force',1152117
2006,13000000,'Infamous',1151330
2011,13000000,'Attack the Block',1024175
2015,13000000,'Brothers',656688
2000,13000000,'The Claim',622023
2011,13000000,'In The Land of Blood and Honey',303877
2010,13000000,'The Killer Inside Me',217277
2012,13000000,'Wom',0
2013,12800000,'The Call',51872378
2016,12700000,'Operation Chromite',31662
2002,12500000,'Crocodile Hunter: Collision Course',28436931
2010,12500000,'Machete',26593646
2002,12500000,'Antwone Fisher',21078145
1982,12500000,'La Guerre du feu',20959585
2002,12500000,'The Emperor's Clu',14060950
1993,12500000,'True Romance',12281000
2009,12500000,'Sorority Row',11965282
1992,12500000,'Glengarry Glen Ross',10725228
2008,12500000,'The Boy in the Striped Pajamas',9046156
1982,12500000,'Cat People',7000000
1979,12500000,'The Prisoner of Zenda',7000000
2010,12500000,'Conviction',6797696
2007,12500000,'Lars and the Real Girl',5956480
2010,12500000,'Solitary Man',4360548
2000,12500000,'Dancer in the Dark',4157491
2010,12500000,'Casino Jack',2039869
1997,12500000,'Oscar and Lucinda',1612957
1996,12500000,'The Funeral',1212799
2004,12500000,'Tae Guik Gi: The Brotherhood of War',1110186
2010,12500000,'The Perfect Game',1089445
2013,12500000,'Ernest et Celestine',292562
1988,12300000,'The Land Before Time',48092846
1975,12000000,'Jaws',260000000
1973,12000000,'The Exorcist',204868002
2014,12000000,'The Fault in Our Stars',124872350
1999,12000000,'American Pie',101800948
2012,12000000,'Think Like a Man',91547205
2014,12000000,'Heaven is for Real',91386097
1986,12000000,'The Golden Child',79817937
1982,12000000,'Star Trek II: The Wrath of Khan',78912963
2002,12000000,'Barbershop',75781642
1983,12000000,'WarGames',74433837
1994,12000000,'Ace Ventura: Pet Detective',72217396
2012,12000000,'Act of Valor',70012847
1985,12000000,'Witness',65532576
2006,12000000,'Step Up',65328121
2012,12000000,'Chronicle',64575175
1996,12000000,'Beavis and Butt-head Do America',63118386
1970,12000000,'Patton',62500000
2012,12000000,'Project X',54731865
1997,12000000,'Jackie Brown',39673162
1983,12000000,'Yentl',39012241
2008,12000000,'Harold & Kumar Escape from Guantanamo Bay',38108728
2013,12000000,'Philomena',37709979
1981,12000000,'Time Bandits',37400000
2002,12000000,'Crossroads',37188667
2015,12000000,'Paper Towns',32000304
2008,12000000,'Quarantine',31691811
2002,12000000,'One Hour Photo',31597131
2008,12000000,'The Eye',31418697
2004,12000000,'Johnson Family Vacation',31203964
2001,12000000,'How High',31155435
1960,12000000,'Spartacus',30000000
2006,12000000,'Crank',27838408
1992,12000000,'The Muppet Christmas Carol',27281507
2002,12000000,'Frida',25885000
2012,12000000,'Katy Perry: Part of Me',25326071
2014,12000000,'Top Five',25317379
1998,12000000,'Rounders',22921898
1967,12000000,'Casino Royale',22744718
1979,12000000,'Prophecy',22673340
2015,12000000,'Project Almanac',22348241
2010,12000000,'Just Wright',21540363
1999,12000000,'A Stir of Echoes',21133087
1995,12000000,'Tales from the Crypt: Demon Knight',21089146
1978,12000000,'The Boys from Brazil',19000000
2005,12000000,'The Upside of Anger',18761993
2006,12000000,'Aquamarine',18597342
2013,12000000,'Nebraska',17654912
2004,12000000,'My Baby's Daddy',17321573
2001,12000000,'Max Keeble's Big Move',17292381
2011,12000000,'Young Adult',16311571
2013,12000000,'About Time',15323921
1997,12000000,'Def Jam's How To Be a Player',14010363
1998,12000000,'Living Out Loud',12905901
2008,12000000,'Rachel Getting Married',12796861
1981,12000000,'The Postman Always Rings Twice',12200000
2003,12000000,'Girl with a Pearl Earring',11634362
1982,12000000,'Das Boot',11487676
2004,12000000,'House of Flying Daggers',11050094
2002,12000000,'Sorority Boys',10198766
2008,12000000,'Cadillac Records',8138000
2012,12000000,'Arbitrage',7919574
1960,12000000,'The Alamo',7900000
2000,12000000,'Screwed',6982680
2006,12000000,'Running With Scissors',6860000
1993,12000000,'Fortress',6730578
2012,12000000,'For Greater Glory',5669081
2006,12000000,'For Your Consideration',5549923
1998,12000000,'Celebrity',5078660
2003,12000000,'From Justin to Kelly',4922166
1986,12000000,'Invaders from Mars',4884663
